Year,Timewindow,Connection,n_firms,firm_max,n_size_1,n_size_0,size_qant_2.5,size_quant_25,size_median,size_qant_75,size_quant_97.5,density,n_edges,av_deg,max_deg,clustering,av_assortativity,num_workers,n_inflow,av_inflow,max_inflow,inflow_median,inflow_qant_75,inflow_quant_97.5,n_outflow,av_outflow,max_outflow,outflow_median,outflow_qant_75,outflow_quant_97.5,n_flow,av_flow,max_flow,flow_median,flow_qant_75,flow_quant_97.5,flow>N
1991,5,uncon,33033.0,24238.0,634,1667,0.0,1.5,4.4499999999999993,12.6,179.06666666666692,8.509768191839572e-05,46427.0,2.8109466291284475,368,0.022549952483054657,0.025070683165673242,997313.96499999997,16191.4,0.49015832652196289,276.39999999999998,0.20000000000000001,0.40000000000000002,2.6000000000000001,16191.400000000001,0.49015832652196295,386.60000000000002,0.20000000000000001,0.20000000000000001,2.3999999999999999,16191.400000000003,0.49015832652196301,193.30000000000001,0.10000000000000001,0.29999999999999999,2.5,2173
1991,5,con,24423.0,24238.0,359,1017,0.0,2.0,5.9000000000000004,17.0,248.00250000000034,0.00013930893626991044,41546.0,3.402202841583753,368,0.029783097095882723,0.0015293951908187575,954049.73999999999,15040.0,0.61581296319043521,276.39999999999998,0.20000000000000001,0.40000000000000002,3.3999999999999999,15040.0,0.61581296319043521,386.60000000000002,0.20000000000000001,0.40000000000000002,3.0,15040.0,0.61581296319043521,193.30000000000001,0.20000000000000001,0.40000000000000002,3.3999999999999999,2084
1992,1,uncon,7917.0,18525.0,129,252,0.0,2.2999999999999998,8.1999999999999993,32.0,547.0,0.00021432570090025092,6716.0,1.6966022483263863,92,0.0075641710770774665,0.041623191655476531,609551.30000000005,11472.0,1.4490337248957939,342.0,1.0,1.0,8.0,11472.0,1.4490337248957939,366.0,1.0,1.0,8.0999999999994543,11472.0,1.4490337248957939,185.0,0.5,1.0,8.5,701
1992,1,con,3438.0,18525.0,39,82,0.10000000000000001,4.0999999999999996,18.0,74.0,1130.3749999999991,0.0007105375356940173,4198.0,2.4421175101803376,92,0.01674002591154418,-0.076054735160369383,501685.5,8406.0,2.4450261780104712,342.0,1.0,1.0,16.074999999999818,8406.0,2.4450261780104712,366.0,1.0,1.0,17.0,8406.0,2.4450261780104712,185.0,0.5,1.5,17.5,391
1992,2,uncon,14929.0,18229.0,213,560,0.0,2.0,6.5,21.0,331.39999999999964,0.0001375571416745945,15328.0,2.053453010918347,157,0.013593068383806342,0.049583233457954103,714431.0,14130.0,0.94648000535869781,215.5,0.5,0.5,5.0,14130.0,0.94648000535869781,264.0,0.5,0.5,4.5,14130.0,0.94648000535869781,197.0,0.25,0.5,5.0,967
1992,2,con,8527.0,18229.0,76,238,0.0,3.2000000000000002,11.0,36.0,512.77500000000055,0.00032167281085668985,11693.0,2.7425823853641376,157,0.0211091338769217,-0.015433325712568766,646432.59999999986,11932.0,1.3993198076697548,215.5,0.5,1.0,8.0,11932.0,1.3993198076697548,264.0,0.5,1.0,8.0,11932.0,1.3993198076697548,197.0,0.5,0.75,8.5,794
1992,3,uncon,22962.0,23500.0,351,1050,0.0,1.6000000000000001,5.0999999999999996,15.0,226.97499999999854,0.00010434905013705183,27508.0,2.395958540196847,244,0.01773173435214388,0.038006078409581319,822740.53333333333,16080.333333333332,0.70030194814621249,415.66666666666669,0.33333333333333331,0.33333333333333331,3.6666666666666665,16080.333333333332,0.70030194814621249,513.0,0.33333333333333331,0.33333333333333331,3.3333333333333335,16080.333333333332,0.70030194814621249,256.5,0.16666666666666666,0.33333333333333331,3.5,1436
1992,3,con,15129.0,23500.0,168,544,0.0,2.3999999999999999,7.3666666666666671,22.5,343.33333333333212,0.00020149296693596362,23058.0,3.0481856038072577,244,0.02565642700733219,-0.0005552181688211346,769827.3666666667,14338.666666666666,0.94776037191266216,415.66666666666669,0.33333333333333331,0.66666666666666663,5.333333333333333,14338.666666666668,0.94776037191266227,513.0,0.33333333333333331,0.66666666666666663,5.0,14338.666666666668,0.94776037191266227,256.5,0.33333333333333331,0.5,5.166666666666667,1378
1992,4,uncon,30165.0,24238.0,547,1522,0.0,1.5,4.5,13.0,181.62499999999909,8.854847822016261e-05,40285.0,2.6709762970329853,340,0.02065884522069077,0.030234647743217276,919720.73333333328,17213.0,0.57062821150339793,311.75,0.25,0.25,3.0,17213.0,0.57062821150339793,447.75,0.25,0.25,2.75,17213.0,0.57062821150339793,223.875,0.125,0.375,2.9874999999997272,2014
1992,4,con,21523.0,24238.0,294,898,0.0,2.0,6.0,17.241666666666667,258.0,0.0001526538240829956,35356.0,3.2854156019142313,340,0.028164013663621992,0.0030383033434675465,873961.4916666667,15766.0,0.73251870092459226,311.75,0.25,0.5,4.0,15766.0,0.73251870092459226,447.75,0.25,0.5,3.75,15766.0,0.73251870092459226,223.875,0.25,0.375,4.0,1986
1992,5,uncon,38270.0,24350.0,644,1961,0.0,1.3999999999999999,4.0999999999999996,11.0,150.21375000000006,7.718797078945427e-05,56523.0,2.953906454141625,479,0.02360885667237849,0.015756218360897387,1013453.63,18923.200000000001,0.49446563888163053,275.0,0.20000000000000001,0.40000000000000002,2.6000000000000001,18923.200000000001,0.49446563888163053,371.60000000000002,0.20000000000000001,0.40000000000000002,2.3999999999999999,18923.200000000001,0.49446563888163053,185.90000000000001,0.10000000000000001,0.29999999999999999,2.5,2574
1992,5,con,29191.0,24350.0,383,1257,0.0,1.8,5.0999999999999996,14.15,198.0,0.00012059590889076374,51379.0,3.5201945805213937,479,0.030264269061877156,-0.0023549833694616277,972616.93999999994,17728.0,0.60731047240587854,275.0,0.20000000000000001,0.40000000000000002,3.3999999999999999,17728.0,0.60731047240587854,371.60000000000002,0.20000000000000001,0.40000000000000002,3.0,17728.0,0.60731047240587854,185.90000000000001,0.20000000000000001,0.40000000000000002,3.2250000000000005,2608
1993,1,uncon,10350.0,17933.0,127,353,0.0,2.2999999999999998,7.5999999999999996,25.0,411.27499999999964,0.00017484477717980639,9364.0,1.8094685990338164,88,0.008103542870087719,0.062630091486330475,612186.0,16788.0,1.6220289855072463,427.0,1.0,1.0,8.0,16788.0,1.6220289855072463,502.0,1.0,1.0,7.0,16788.0,1.6220289855072463,394.0,0.5,1.0,7.0,956
